place,time,magnitude,longitude,latitude,depth(km)
"146km SSW of Amatignak Island, Alaska","2016-09-02T03:29:32Z","2.9","-179.8158","50.0254","18.6"
"175km ESE of Kimbe, Papua New Guinea","2016-09-02T03:28:49Z","4.9","151.5579","-6.2628","10"
"193km NE of Gisborne, New Zealand","2016-09-02T02:57:24Z","5.1","179.2929","-37.2366","10"
"76km SSW of Amukta Island, Alaska","2016-09-02T02:56:41Z","2.8","-171.5882","51.8323","69.9"
"13km NNW of Amatignak Island, Alaska","2016-09-02T02:42:23Z","3.7","-179.1852","51.369","9.9"
"279km WNW of Visokoi Island, South Georgia and the South Sandwich Islands","2016-09-02T01:57:53Z","5.6","-30.9535","-55.3202","30.77"
"19km NW of Medford, Oklahoma","2016-09-02T01:40:17Z","2.5","-97.8973","36.9253","5"
"147km SW of Kuripan, Indonesia","2016-09-02T01:25:29Z","4.5","102.8643","-6.0152","27.82"
"60km ENE of Ndoi Island, Fiji","2016-09-02T01:22:14Z","4.4","-178.1368","-20.5189","542.95"
"1km WNW of The Geysers, California","2016-09-02T01:15:47Z","2.56","-122.7755","38.785","2.44"
"82km SW of Kokopo, Papua New Guinea","2016-09-02T00:50:28Z","4.6","151.727","-4.8698","140.99"
"129km S of Molibagu, Indonesia","2016-09-02T00:46:42Z","4.2","124.0279","-0.7851","60.45"
"205km ENE of Opotiki, New Zealand","2016-09-02T00:42:48Z","4.3","179.2095","-37.0445","12.35"
"155km NE of Gisborne, New Zealand","2016-09-02T00:36:49Z","4.7","179.018","-37.5089","23.99"
"153km NE of Gisborne, New Zealand","2016-09-02T00:30:14Z","4.9","179.0751","-37.5587","29.59"
"204km NE of Gisborne, New Zealand","2016-09-02T00:26:04Z","4.3","179.5022","-37.2438","10"
"284km NW of Visokoi Island, South Georgia and the South Sandwich Islands","2016-09-02T00:21:41Z","4.7","-30.8643","-55.1818","10"
"196km NE of Gisborne, New Zealand","2016-09-02T00:20:58Z","4.6","179.4854","-37.3239","10"
"184km NE of Gisborne, New Zealand","2016-09-02T00:12:01Z","4.5","179.1755","-37.2781","10"
"200km NE of Opotiki, New Zealand","2016-09-02T00:08:39Z","4.3","179.0802","-36.974","10"
"172km NE of Gisborne, New Zealand","2016-09-02T00:05:22Z","4.2","179.2873","-37.4798","10"
"220km NE of Gisborne, New Zealand","2016-09-01T23:59:23Z","4.4","179.4594","-37.0405","10"
"203km NE of Gisborne, New Zealand","2016-09-01T23:52:56Z","4.3","179.6514","-37.3656","10"
"South Sandwich Islands region","2016-09-01T23:27:22Z","4.4","-30.9872","-55.0225","10"
"56km ESE of Ishinomaki, Japan","2016-09-01T23:27:01Z","4.5","141.9022","38.2239","43.64"
"24km S of Kahale, Indonesia","2016-09-01T23:26:13Z","4","119.0812","-9.9158","54.53"
"285km WNW of Visokoi Island, South Georgia and the South Sandwich Islands","2016-09-01T22:56:34Z","5.1","-30.9681","-55.2528","10"
"241km NW of Saumlaki, Indonesia","2016-09-01T22:42:03Z","4.1","129.6641","-6.5257","175.2"
"221km NE of Gisborne, New Zealand","2016-09-01T22:22:33Z","4.2","179.6435","-37.1383","10"
"130km SE of Old Iliamna, Alaska","2016-09-01T22:19:06Z","2.6","-153.4069","58.8934","11.8"
"191km NE of Gisborne, New Zealand","2016-09-01T22:02:28Z","4.4","179.4954","-37.3961","10"
"199km NE of Gisborne, New Zealand","2016-09-01T21:50:32Z","4.4","179.494","-37.2948","10"
"173km NE of Gisborne, New Zealand","2016-09-01T21:43:09Z","4.6","179.3448","-37.5064","10.89"
"199km NE of Gisborne, New Zealand","2016-09-01T21:19:02Z","4.5","179.4281","-37.2506","8.27"
"173km NE of Gisborne, New Zealand","2016-09-01T21:16:33Z","4.4","179.2182","-37.4195","15.21"
"242km NE of Gisborne, New Zealand","2016-09-01T21:14:38Z","4.4","-179.9966","-37.1514","10"
"148km NE of Gisborne, New Zealand","2016-09-01T20:06:08Z","5.5","179.0968","-37.6355","13.48"
"119km SW of Padangsidempuan, Indonesia","2016-09-01T20:04:15Z","5.8","98.5337","0.5795","24.32"
"170km NE of Gisborne, New Zealand","2016-09-01T19:48:50Z","5","179.3168","-37.516","10"
"157km NE of Opotiki, New Zealand","2016-09-01T19:18:32Z","5.5","178.7066","-37.2249","10"
"197km ENE of Opotiki, New Zealand","2016-09-01T18:59:18Z","5.3","179.138","-37.0874","10"
"16km N of Arecibo, Puerto Rico","2016-09-01T18:18:26Z","2.6","-66.7342","18.617","16"
"185km NE of Gisborne, New Zealand","2016-09-01T18:00:14Z","4.9","179.3734","-37.3849","10"
"187km ENE of Opotiki, New Zealand","2016-09-01T17:36:00Z","5.6","179.0771","-37.1775","10"
"190km NE of Opotiki, New Zealand","2016-09-01T17:14:05Z","5.7","179.0063","-37.0443","13.76"
"196km NE of Gisborne, New Zealand","2016-09-01T17:08:03Z","5.3","179.2828","-37.1965","10"
"25km SSW of Boca de Yuma, Dominican Republic","2016-09-01T17:04:29Z","3.3","-68.6958","18.1595","171"
"181km NE of Opotiki, New Zealand","2016-09-01T17:01:08Z","5.7","178.9133","-37.0814","10.02"
"185km NE of Gisborne, New Zealand","2016-09-01T16:55:45Z","5","179.4097","-37.3997","10"
"194km NE of Opotiki, New Zealand","2016-09-01T16:53:07Z","5.3","179.0434","-37.0261","10"
"189km NNE of Gisborne, New Zealand","2016-09-01T16:51:31Z","5.3","179.1324","-37.2014","10"
"188km ENE of Opotiki, New Zealand","2016-09-01T16:49:47Z","5.4","179.0631","-37.1457","10"
"185km NNE of Gisborne, New Zealand","2016-09-01T16:48:02Z","5.6","179.1412","-37.242","14.14"
"209km NE of Gisborne, New Zealand","2016-09-01T16:47:12Z","5.6","179.7878","-37.4036","10"
"166km NE of Gisborne, New Zealand","2016-09-01T16:37:57Z","7.1","179.0548","-37.401","19"
"64km W of Panguna, Papua New Guinea","2016-09-01T16:22:38Z","5","154.905","-6.3055","88.91"
"8km NW of The Geysers, California","2016-09-01T16:11:00Z","2.95","-122.8268333","38.8251667","1.97"
"5km ESE of Goleta, CA","2016-09-01T15:42:04Z","2.67","-119.7795","34.4221667","5.84"
"115km SW of Port-Vila, Vanuatu","2016-09-01T14:58:49Z","4.8","167.6471","-18.5596","48.11"
"20km NE of La Troncal, Ecuador","2016-09-01T13:35:15Z","3.9","-79.1878","-2.2876","10"
"26km NW of Chernabura Island, Alaska","2016-09-01T13:33:27Z","2.6","-159.8729","54.9459","28.13"
"84km NW of Nikiski, Alaska","2016-09-01T12:27:42Z","4.4","-152.1732","61.3015","131.1"
"24km NNW of Fairview, Oklahoma","2016-09-01T11:58:24Z","2.5","-98.584","36.4756","6.29"
"15km NW of Pawnee, Oklahoma","2016-09-01T11:46:34Z","3.2","-96.941","36.4197","5"
"48km W of Gizo, Solomon Islands","2016-09-01T11:09:56Z","4.9","156.3975","-8.1071","10"
"75km SE of San Felipe, Mexico","2016-09-01T10:47:09Z","4.2","-114.2297","30.6025","10"
"104km SSW of Vaini, Tonga","2016-09-01T10:14:14Z","5.2","-175.5794","-22.0749","15.95"
"25km SSE of Waimea, Hawaii","2016-09-01T10:11:25Z","3.74","-155.543","19.8286667","24.687"
"148km SE of Taron, Papua New Guinea","2016-09-01T08:55:33Z","4.9","153.7979","-5.5663","60.83"
"200km NW of Tobelo, Indonesia","2016-09-01T08:27:33Z","4.8","126.6226","2.889","71.96"
"54km ENE of Camana, Peru","2016-09-01T08:04:11Z","4.8","-72.2152","-16.4893","78.57"
"87km SSE of Buldir Island, Alaska","2016-09-01T07:38:44Z","3.7","176.1928","51.5852","25.6"
"Kuril Islands","2016-09-01T07:33:50Z","4.4","153.6505","46.9488","52.73"
"272km WNW of Visokoi Island, South Georgia and the South Sandwich Islands","2016-09-01T07:25:23Z","4.3","-30.8801","-55.3798","10"
"28km NNE of Atka, Alaska","2016-09-01T07:20:58Z","3.7","-174.108","52.4477","169.1"
"250km SSE of Amahusu, Indonesia","2016-09-01T07:18:50Z","4.2","128.9824","-5.8289","264.62"
"25km NNW of Fairview, Oklahoma","2016-09-01T06:25:19Z","3","-98.5915","36.4787","5.44"
"Kuril Islands","2016-09-01T06:00:08Z","5.1","153.8217","46.7084","10"
"27km SE of El Negro, Puerto Rico","2016-09-01T04:23:30Z","2.5","-65.6447","17.8801","11"
"15km NW of Ithaki, Greece","2016-09-01T04:07:53Z","4.2","20.591","38.4603","12.7"
"11km NNW of Ellis, Kansas","2016-09-01T03:48:19Z","2.5","-99.6054","39.0315","5.5"
"28km SE of El Negro, Puerto Rico","2016-09-01T02:21:01Z","3.3","-65.6396","17.8717","6"
"6km ENE of Caldwell, Kansas","2016-09-01T02:19:51Z","3.1","-97.5368","37.0553","5.6"
"76km WNW of Sand Point, Alaska","2016-09-01T02:16:57Z","2.6","-161.665","55.5153","121.2"
"88km NNW of Talkeetna, Alaska","2016-09-01T01:18:58Z","2.7","-150.9514","63.0166","116.1"
"194km N of Mayo, Canada","2016-09-01T01:14:11Z","2.6","-135.726","65.3349","8.1"
"79km NW of San Antonio, Puerto Rico","2016-08-31T23:39:33Z","2.9","-67.6455","18.9888","41"
"11km NNE of Librazhd-Qender, Albania","2016-08-31T22:20:52Z","4.3","20.396","41.287","2.3"
"188km NNE of Gisborne, New Zealand","2016-08-31T22:04:35Z","5.8","179.1249","-37.2078","22.4"
"15km NW of Uto, Japan","2016-08-31T21:33:50Z","5","130.5299","32.7657","10"
"5km NNW of San Roque, Spain","2016-08-31T19:02:15Z","3.8","-5.4085","36.2521","5.8"
"35km WSW of Corinto, Nicaragua","2016-08-31T18:14:32Z","4.4","-87.4763","12.3684","57.48"
"7km NE of Norcia, Italy","2016-08-31T18:12:53Z","4.1","13.1654","42.839","6.63"
"100km E of Ile Hunter, New Caledonia","2016-08-31T17:08:24Z","4.7","173.0264","-22.4883","39.07"
"33km W of Coalinga, California","2016-08-31T16:45:22Z","2.79","-120.7338333","36.1698333","8.8"
"24km SE of Su'ao, Taiwan","2016-08-31T16:28:54Z","4.5","121.9966","24.4295","11.84"
"24km NNW of Barillas, Guatemala","2016-08-31T16:09:50Z","4.2","-91.3631","16.0238","10"
"108km WNW of Panguna, Papua New Guinea","2016-08-31T16:08:19Z","4.3","154.5434","-6.033","78.03"
"63km N of Visokoi Island, South Georgia and the South Sandwich Islands","2016-08-31T15:39:07Z","5.1","-27.349","-56.1316","103.37"
"10km N of Ellis, Kansas","2016-08-31T15:27:04Z","3.2","-99.5713","39.0325","4.52"
"290km NW of Visokoi Island, South Georgia and the South Sandwich Islands","2016-08-31T13:55:55Z","4.9","-30.7826","-55.0476","10"
"76km WNW of San Antonio de los Cobres, Argentina","2016-08-31T13:52:49Z","4.4","-67.0555","-24.0752","227.83"
"238km NE of Agrihan, Northern Mariana Islands","2016-08-31T13:48:17Z","4.9","147.3639","20.2062","37.91"
"77km NNW of Charlotte Amalie, U.S. Virgin Islands","2016-08-31T13:01:52Z","2.9","-65.1802","19.0023","31"
"64km NNW of Charlotte Amalie, U.S. Virgin Islands","2016-08-31T12:30:14Z","2.7","-65.1822","18.8743","52"
"8km W of Uto, Japan","2016-08-31T10:46:02Z","4.9","130.5727","32.6935","10"
"295km NE of Luring, China","2016-08-31T09:25:06Z","4.7","86.186","34.339","30.29"
"Western Xizang","2016-08-31T09:07:16Z","4.2","86.3077","34.5068","30.16"
"4km ESE of Orcutt, CA","2016-08-31T08:43:46Z","2.68","-120.3986667","34.8496667","2.36"
"20km W of Perry, Oklahoma","2016-08-31T07:56:32Z","2.5","-97.515","36.2849","6.2"
"10km E of Medford, Oklahoma","2016-08-31T07:07:27Z","2.8","-97.6171","36.7973","4.26"
"14km N of Ocotillo Wells, CA","2016-08-31T07:04:14Z","3.13","-116.1146667","33.267","3.09"
"46km E of Hoback, Wyoming","2016-08-31T06:11:34Z","2.6","-110.2124","43.2812","5"
"77km ENE of Luganville, Vanuatu","2016-08-31T05:37:22Z","5","167.8346","-15.2708","105.36"
"6km ESE of Jerez, Guatemala","2016-08-31T04:46:45Z","4.2","-89.6975","14.0712","3.61"
